vendor_name,Category,Location,Price Tier,Price (LKR),Rating (out of 5),Experience (Years),Weddings Completed,Response Time (Hours),Verified,Number of Packages,Social Media Followers,Repeat Client Rate,Recommended
Classy Auto Weddings,Wedding Cars,Ratnapura,Budget,18700,3.1,9,144,15.5,Yes,1,6485,0.13,Yes
Petal & Vine Decorators,Decorators,Badulla,Mid-Range,260200,2.7,17,170,19.8,Yes,4,10152,0.11,Yes
Royal Elegance Decor,Decorators,Matara,Premium,711000,4.1,12,120,1.0,Yes,5,45043,0.31,No
Fiesta Entertainment Lanka,Entertainment,Colombo,Mid-Range,52100,4.1,13,260,7.5,Yes,5,19931,0.34,Yes
Pearl Catering,Catering,Hambantota,Budget,137900,2.9,15,165,24.8,No,2,2668,0.09,Yes
Regal Print Studio,Wedding Invitations,Negombo,Mid-Range,47400,3.4,17,221,14.5,Yes,2,18880,0.21,Yes
Nirosha Band Lanka,Entertainment,Kalutara,Budget,26000,3.9,14,126,32.7,Yes,2,642,0.43,No
Heaven's Gate Venue,Venues,Gampaha,Mid-Range,191600,3.9,2,44,18.6,Yes,3,21361,0.34,No
Velvet Crumb Cakes,Wedding Cakes,Gampaha,Premium,179100,4.2,2,28,6.0,Yes,3,100000,0.36,Yes
Forever Drive Lanka,Wedding Cars,Badulla,Budget,9000,2.4,3,51,16.8,No,3,2099,0.01,Yes
Mihiri Bridal Couture,Attire & Beauty,Kandy,Budget,49000,3.8,7,119,8.1,Yes,2,6906,0.28,Yes
Ivory Wheels Lanka,Wedding Cars,Kandy,Mid-Range,36600,4.5,5,40,4.1,Yes,4,18171,0.48,Yes
Ivory & Gold Decorators,Decorators,Negombo,Mid-Range,117100,4.2,8,184,20.8,Yes,5,15182,0.46,Yes
Sanda Stationery Lanka,Wedding Invitations,Ratnapura,Mid-Range,41900,2.5,7,168,2.1,Yes,5,8904,0.1,No
Thilini Beauty Salon,Attire & Beauty,Colombo,Mid-Range,66400,3.9,10,130,0.9,Yes,2,41827,0.41,Yes
Amoda Catering,Catering,Negombo,Mid-Range,285200,3.9,14,308,8.9,Yes,2,29046,0.32,Yes
Serendib Auto Lanka,Wedding Cars,Kalutara,Mid-Range,28000,4.4,1,10,5.3,Yes,2,19009,0.35,Yes
Pearls & Lace Boutique,Attire & Beauty,Kalutara,Mid-Range,137100,4.2,5,45,20.9,Yes,2,2014,0.45,No
First Class Limo Lanka,Wedding Cars,Gampaha,Budget,10900,3.3,3,66,15.0,Yes,1,6176,0.22,No
Ama Bridal Studio,Attire & Beauty,Puttalam,Mid-Range,95800,4.0,12,132,20.6,Yes,4,19626,0.44,Yes
Heritage Invites Lanka,Wedding Invitations,Colombo,Mid-Range,21500,3.8,5,80,11.0,Yes,5,9240,0.35,No
Nayana Catering,Catering,Monaragala,Budget,153500,3.2,3,54,26.3,No,2,6881,0.25,Yes
Eternity Shots,Photographers,Nuwara Eliya,Premium,294400,3.9,14,280,1.2,Yes,3,32775,0.43,Yes
Prestige Drive Lanka,Wedding Cars,Kandy,Budget,18000,3.9,15,210,12.6,No,1,4095,0.33,No
The Orchid Hall Lanka,Venues,Anuradhapura,Budget,148900,2.9,5,65,32.2,No,1,4000,0.16,No
Island Sweet Creations,Wedding Cakes,Colombo,Mid-Range,53800,3.5,10,130,6.4,No,2,33508,0.24,No
Amara Paper Works,Wedding Invitations,Colombo,Premium,53400,4.6,17,136,3.3,Yes,4,75611,0.48,No
Sunrise Catering Lanka,Catering,Gampaha,Budget,135100,3.7,1,9,12.7,No,2,1385,0.32,No
Dinemore Catering,Catering,Anuradhapura,Budget,87600,3.0,10,170,28.6,No,2,6308,0.12,No
Vibrance Entertainment,Entertainment,Puttalam,Premium,249500,4.1,16,208,1.6,Yes,4,24984,0.38,Yes
Maestro Events Lanka,Entertainment,Matale,Mid-Range,78000,4.3,6,108,8.2,No,3,18427,0.35,No
Nisha Bridal Collections,Attire & Beauty,Colombo,Mid-Range,136600,4.0,11,220,4.7,Yes,3,42985,0.43,Yes
Dilini Makeup & Bridal,Attire & Beauty,Colombo,Budget,46900,4.4,1,23,9.7,No,2,11762,0.45,No
Silver Note Band,Entertainment,Badulla,Mid-Range,55800,4.6,18,342,17.8,Yes,5,19459,0.43,No
Regal Tier Cakes,Wedding Cakes,Kandy,Mid-Range,32700,3.0,3,63,23.8,Yes,2,13011,0.18,No
Nimasha Decor Studio,Decorators,Kurunegala,Budget,63100,2.5,12,216,22.9,Yes,3,1965,0.05,No
Kadamba Entertainment,Entertainment,Colombo,Premium,275300,3.8,7,119,2.7,Yes,5,84347,0.36,Yes
Chaminda Catering,Catering,Kurunegala,Mid-Range,216500,4.4,16,208,13.9,No,4,24245,0.42,Yes
Nilaveli Bay Resort,Venues,Ratnapura,Budget,134600,4.7,3,51,25.2,No,1,2914,0.44,No
Tempo Lanka Band,Entertainment,Galle,Mid-Range,62500,2.5,13,130,21.1,Yes,4,8391,0.14,No
Suranga Bridal House,Attire & Beauty,Nuwara Eliya,Premium,282000,4.3,9,180,3.7,Yes,3,5611,0.48,Yes
Dimuth Photography,Photographers,Trincomalee,Mid-Range,173100,3.4,13,234,3.2,Yes,2,16221,0.33,Yes
Lakshika Bridal Atelier,Attire & Beauty,Colombo,Premium,206100,4.6,1,18,8.2,Yes,3,56977,0.53,Yes
Sandya Decorators,Decorators,Colombo,Premium,369100,3.9,9,162,7.1,Yes,5,82923,0.41,Yes
Candid Moments Lanka,Photographers,Colombo,Budget,47900,4.6,15,250,32.0,No,1,6362,0.52,Yes
Vibe Events Lanka,Entertainment,Colombo,Budget,24500,3.2,13,195,15.0,No,3,11061,0.15,No
Infinite Lens Studio,Photographers,Kalutara,Mid-Range,70400,4.3,5,120,17.2,No,4,22808,0.45,Yes
Bloom Bridal Studio,Attire & Beauty,Matale,Premium,165900,4.2,4,48,7.8,Yes,6,35713,0.42,No
Crystal Car Hire,Wedding Cars,Monaragala,Budget,9700,2.3,2,34,8.9,No,3,6055,0.0,No
Lush Floral Decor,Decorators,Gampaha,Premium,336100,4.6,17,306,7.1,Yes,4,31102,0.5,Yes
Divya Beauty Lounge,Attire & Beauty,Kalutara,Mid-Range,147000,3.5,2,20,10.4,Yes,2,10936,0.2,No
Hasini Bridal Fashion,Attire & Beauty,Negombo,Mid-Range,103900,4.5,5,55,20.3,Yes,4,21854,0.44,No
Islandwide Entertainment,Entertainment,Galle,Mid-Range,130900,2.8,9,135,4.1,Yes,3,20971,0.17,Yes
Ravindu Photography,Photographers,Kurunegala,Budget,31400,4.2,6,60,5.6,No,3,5234,0.36,No
Chamindi Cake House,Wedding Cakes,Kurunegala,Budget,16800,3.1,5,55,20.8,Yes,1,898,0.25,No
Viceroy Motors Lanka,Wedding Cars,Matara,Premium,177100,4.1,9,189,1.6,Yes,4,22900,0.37,Yes
Kavisha Beauty Studio,Attire & Beauty,Jaffna,Premium,270500,4.0,3,69,1.8,Yes,4,63683,0.43,Yes
Nishantha Catering House,Catering,Trincomalee,Premium,506300,3.5,7,161,5.3,Yes,6,65642,0.24,Yes
Sanda Catering Lanka,Catering,Colombo,Mid-Range,329900,4.0,15,180,11.9,No,5,27620,0.43,Yes
Ceylon Script Studio,Wedding Invitations,Negombo,Mid-Range,36000,4.6,14,294,16.7,Yes,5,23436,0.57,No
Nalin Visual Arts,Photographers,Monaragala,Mid-Range,70900,4.1,6,72,23.4,Yes,5,12982,0.34,Yes
Calligraphy Lanka,Wedding Invitations,Negombo,Mid-Range,28400,4.4,11,176,3.0,Yes,2,6752,0.41,Yes
Paradise Decor Lanka,Decorators,Kalutara,Mid-Range,202600,3.5,16,256,17.9,No,2,14651,0.31,No
Dulari Bridal World,Attire & Beauty,Kegalle,Mid-Range,115000,3.9,2,20,15.1,Yes,4,14614,0.34,No
Kasun Decorators,Decorators,Puttalam,Premium,481300,4.3,7,112,1.1,Yes,6,14031,0.35,Yes
Blossom Bake Studio,Wedding Cakes,Ampara,Mid-Range,37000,4.0,1,17,15.5,Yes,3,12868,0.39,No
Graceful Rides Lanka,Wedding Cars,Kegalle,Mid-Range,28600,4.8,9,216,1.0,Yes,5,18620,0.58,Yes
Starlight Decor Events,Decorators,Anuradhapura,Premium,696700,4.2,5,110,2.5,Yes,3,28979,0.42,Yes
Lakeside Manor Lanka,Venues,Colombo,Budget,126700,3.0,12,250,34.2,Yes,2,4053,0.14,No
Royal Feast Catering,Catering,Colombo,Premium,664500,5.0,3,30,1.2,Yes,4,22722,0.6,Yes
Bespoke Invites Lanka,Wedding Invitations,Kurunegala,Mid-Range,46700,4.5,15,135,11.0,Yes,4,3284,0.51,No
Crystal Clear Photography,Photographers,Kalutara,Budget,25200,3.7,6,66,24.8,Yes,1,5588,0.32,No
Chaminda Lens Studio,Photographers,Colombo,Premium,387500,4.2,8,176,5.6,Yes,5,98575,0.38,Yes
Malini Catering Services,Catering,Kegalle,Premium,847500,4.2,5,120,7.2,Yes,6,12998,0.36,Yes
Seyli Bridal Couture,Attire & Beauty,Ampara,Mid-Range,81900,4.1,13,221,4.8,No,2,15281,0.36,Yes
True Story Photography,Photographers,Kegalle,Budget,59600,3.0,15,240,25.2,No,1,3229,0.11,No
Amara Frames Lanka,Photographers,Kandy,Budget,48800,2.8,11,220,23.8,Yes,3,1699,0.21,No
Delight Cakes Lanka,Wedding Cakes,Gampaha,Budget,16100,3.8,14,250,17.2,No,3,10470,0.3,Yes
Kantha Print Lanka,Wedding Invitations,Colombo,Mid-Range,35100,3.9,14,224,6.5,Yes,5,13930,0.33,Yes
Fusion Beats Lanka,Entertainment,Kalutara,Premium,212000,4.6,4,44,5.9,Yes,5,72329,0.51,Yes
Shanth Entertainment,Entertainment,Negombo,Premium,312900,4.3,4,84,6.7,Yes,5,63048,0.43,Yes
Malsha Event Decor,Decorators,Gampaha,Mid-Range,167800,3.6,8,184,21.8,Yes,5,34162,0.34,Yes
Premasiri Catering,Catering,Matara,Mid-Range,357100,2.9,5,60,7.2,No,2,4276,0.14,No
Elite Fleet Lanka,Wedding Cars,Gampaha,Mid-Range,24800,4.3,9,171,20.4,No,5,17445,0.49,Yes
Suyama Car Services,Wedding Cars,Batticaloa,Mid-Range,49700,3.9,10,190,7.3,Yes,3,16333,0.43,Yes
Bridal Fleet Lanka,Wedding Cars,Gampaha,Budget,12600,3.9,5,65,11.4,Yes,1,10849,0.33,Yes
Glam Lanka Bridal Studio,Attire & Beauty,Kegalle,Mid-Range,110400,3.5,11,209,8.7,Yes,4,4391,0.3,Yes
Pearl Auto Lanka,Wedding Cars,Colombo,Mid-Range,48000,3.8,8,64,20.1,No,5,13675,0.38,Yes
Bloom & Write Lanka,Wedding Invitations,Colombo,Mid-Range,16200,3.2,8,64,21.9,No,4,36553,0.28,No
Malisha Cake Designs,Wedding Cakes,Polonnaruwa,Mid-Range,53700,4.3,11,143,17.0,No,5,16457,0.38,Yes
Nimasha Bridal Studio,Attire & Beauty,Kandy,Mid-Range,77900,4.1,3,57,16.3,Yes,5,15949,0.44,Yes
Rhythm Lanka Band,Entertainment,Gampaha,Premium,164900,4.9,3,45,1.7,Yes,6,61914,0.45,Yes
Glimpse Photography,Photographers,Badulla,Budget,43300,3.1,14,196,20.5,No,3,2199,0.16,No
Artisan Cards Lanka,Wedding Invitations,Kandy,Budget,14700,3.8,3,60,5.0,Yes,1,7359,0.28,No
Samitha Catering,Catering,Negombo,Mid-Range,409700,3.8,3,42,3.8,Yes,4,26144,0.33,No
Sundara Cake Studio,Wedding Cakes,Gampaha,Mid-Range,55800,4.1,17,255,17.1,Yes,4,21798,0.32,Yes
Luxury Rides Lanka,Wedding Cars,Negombo,Mid-Range,52000,3.3,7,105,3.6,Yes,3,18474,0.16,No
Regal Capture Lanka,Photographers,Kalutara,Mid-Range,86400,4.9,7,112,3.9,Yes,5,23175,0.57,Yes
Nelum Catering Lanka,Catering,Kalutara,Premium,773800,3.9,13,156,1.9,Yes,3,26152,0.3,Yes
Starlight Entertainment,Entertainment,Galle,Mid-Range,93600,4.5,3,33,8.4,Yes,2,12858,0.45,Yes
Suresh Visual Studio,Photographers,Colombo,Budget,52900,3.3,12,144,9.9,Yes,2,8269,0.17,No
Paper & Petals Lanka,Wedding Invitations,Kandy,Premium,115800,4.2,6,48,5.6,Yes,5,39989,0.37,Yes
Dawn Light Photography,Photographers,Nuwara Eliya,Mid-Range,177800,4.5,10,100,20.5,Yes,3,3974,0.39,Yes
Imara Lens Works,Photographers,Batticaloa,Mid-Range,163100,3.9,2,28,13.6,Yes,5,13183,0.41,Yes
Melody Makers Lanka,Entertainment,Galle,Mid-Range,143800,3.5,7,168,5.3,Yes,4,15632,0.28,Yes
Live Beat Productions,Entertainment,Nuwara Eliya,Mid-Range,69200,4.6,17,374,6.4,Yes,4,14189,0.43,Yes
Anoma Catering House,Catering,Galle,Budget,176200,4.5,17,153,30.6,Yes,2,6571,0.42,Yes
Royal Icing Lanka,Wedding Cakes,Ratnapura,Mid-Range,25300,4.9,3,75,20.9,Yes,5,21264,0.48,No
Serenade Entertainment,Entertainment,Trincomalee,Mid-Range,124600,4.0,7,91,2.4,Yes,2,23041,0.4,Yes
Harmony Events Lanka,Entertainment,Kalutara,Mid-Range,53000,4.1,13,260,3.3,Yes,4,23031,0.37,Yes
Sethum Decorators,Decorators,Kandy,Mid-Range,248400,5.0,16,192,10.3,No,4,17095,0.6,Yes
Sweet Creations Lanka,Wedding Cakes,Negombo,Mid-Range,47500,2.9,18,414,11.4,Yes,3,6632,0.21,No
Bake House Colombo,Wedding Cakes,Matara,Budget,21500,4.3,15,250,19.7,Yes,3,2535,0.43,Yes
Malki Beauty Lounge,Attire & Beauty,Negombo,Premium,270800,4.9,8,144,2.0,Yes,5,100000,0.59,Yes
Royal Motor Weddings,Wedding Cars,Gampaha,Budget,11100,3.8,14,112,11.6,Yes,3,8945,0.39,Yes
Ceylon Feast,Catering,Kalutara,Budget,175300,3.0,5,65,29.9,Yes,2,2786,0.1,No
Crescendo Band Lanka,Entertainment,Anuradhapura,Mid-Range,78000,4.2,9,225,18.3,Yes,2,4416,0.45,Yes
Regal Bloom Decor,Decorators,Colombo,Mid-Range,287500,4.5,8,96,14.9,Yes,5,25007,0.46,Yes
Anusha Bridal Collections,Attire & Beauty,Kalutara,Premium,218000,4.4,13,143,3.6,Yes,3,68169,0.5,Yes
Sandun Photography,Photographers,Kalutara,Premium,398900,4.7,10,100,6.6,Yes,5,11993,0.44,Yes
The Terrace Venue Lanka,Venues,Badulla,Premium,1073000,4.3,15,285,4.4,Yes,5,77064,0.43,Yes
Sugared Bliss Cakes,Wedding Cakes,Badulla,Premium,132500,4.4,6,66,6.1,Yes,3,24986,0.42,Yes
Classic Ceylon Cars,Wedding Cars,Gampaha,Budget,13400,2.7,10,140,21.4,Yes,3,709,0.15,No
Ivory Castle Hall,Venues,Mannar,Mid-Range,470000,4.0,5,95,8.0,Yes,3,12087,0.34,Yes
Ink & Ivory Invitations,Wedding Invitations,Kandy,Mid-Range,41100,3.1,15,225,4.3,No,2,3655,0.21,Yes
Gardenia Venue Lanka,Venues,Gampaha,Premium,1477600,4.5,5,95,8.3,Yes,3,100000,0.38,Yes
Premium Wheels Lanka,Wedding Cars,Kurunegala,Premium,111600,4.5,13,143,6.8,Yes,5,22510,0.45,Yes
Chitra Stationery Studio,Wedding Invitations,Kandy,Budget,10800,3.5,12,250,4.6,No,2,3841,0.31,No
Elegance Auto Lanka,Wedding Cars,Negombo,Mid-Range,24600,3.4,6,84,7.9,Yes,4,16628,0.31,Yes
White Rose Limo Lanka,Wedding Cars,Matale,Mid-Range,39200,4.2,9,108,17.9,No,2,8851,0.47,No
The Cake Studio Lanka,Wedding Cakes,Colombo,Mid-Range,36900,4.6,6,114,16.2,Yes,2,34217,0.44,Yes
Sunil Perera Entertainment,Entertainment,Gampaha,Mid-Range,74200,3.4,2,44,20.5,Yes,2,34350,0.2,No
Suwandha Catering,Catering,Colombo,Premium,586100,4.1,15,350,3.9,Yes,5,100000,0.3,Yes
Golden Drape Atelier,Attire & Beauty,Gampaha,Mid-Range,89000,3.7,11,231,5.4,Yes,4,30683,0.25,Yes
Ornate Invites Lanka,Wedding Invitations,Colombo,Mid-Range,25500,3.9,5,65,2.3,No,3,30082,0.41,Yes
Prestige Cars Lanka,Wedding Cars,Trincomalee,Premium,187300,4.0,4,76,5.7,Yes,5,35914,0.35,Yes
Blue Horizon Hall,Venues,Badulla,Budget,94100,3.1,9,189,17.8,Yes,3,4552,0.13,No
Amara Decor Lanka,Decorators,Monaragala,Budget,44700,3.8,14,224,7.2,No,3,2616,0.25,Yes
Rasa Catering,Catering,Kegalle,Mid-Range,351500,3.6,10,160,16.1,Yes,2,15258,0.35,Yes
Flavours of Ceylon,Catering,Matale,Mid-Range,271700,4.3,1,19,1.0,Yes,2,14497,0.45,Yes
Nilmini Cake Designs,Wedding Cakes,Ratnapura,Mid-Range,62700,4.1,6,96,5.1,No,2,21211,0.46,No
Nimali Design Studio,Wedding Invitations,Jaffna,Budget,3100,3.1,16,250,2.7,Yes,1,5384,0.16,Yes
Ceylon Classic Car Hire,Wedding Cars,Colombo,Premium,65200,4.5,10,110,5.2,Yes,4,85013,0.48,Yes
Blush Print Lanka,Wedding Invitations,Kalutara,Budget,13700,3.2,18,250,10.9,No,3,6388,0.22,No
Crown Motor Services,Wedding Cars,Galle,Mid-Range,29900,4.2,12,132,6.5,No,3,11779,0.48,Yes
Thilina Banquet Hall,Venues,Colombo,Mid-Range,152400,3.5,9,225,7.6,Yes,5,26039,0.3,Yes
Thisara Catering,Catering,Kandy,Mid-Range,418600,3.5,8,120,4.0,Yes,2,9982,0.3,Yes
Regal Bridal Lanka,Attire & Beauty,Colombo,Budget,29400,3.6,2,46,10.1,No,2,8174,0.22,No
Groove Island Band,Entertainment,Galle,Mid-Range,63300,3.0,10,120,22.5,Yes,3,5970,0.22,No
Fondant Dreams Lanka,Wedding Cakes,Ratnapura,Budget,22700,4.6,14,168,23.0,No,2,460,0.56,Yes
Vivid Moments Lanka,Photographers,Kurunegala,Mid-Range,76000,4.4,17,374,2.6,Yes,2,6610,0.43,Yes
The Heritage Hall Lanka,Venues,Ratnapura,Mid-Range,233100,5.0,15,360,8.0,Yes,2,19022,0.52,Yes
Butter & Bloom Cakes,Wedding Cakes,Gampaha,Budget,20300,2.9,4,96,21.3,Yes,1,14291,0.15,No
Moments by Kasun,Photographers,Badulla,Mid-Range,178700,4.7,9,198,16.0,Yes,2,4873,0.54,Yes
Celebration Sounds Lanka,Entertainment,Matara,Budget,15200,3.5,3,48,8.1,No,1,1079,0.33,No
Spice Garden Catering,Catering,Nuwara Eliya,Budget,82800,2.7,12,250,22.2,No,2,2824,0.22,No
Celebrate Cakes Lanka,Wedding Cakes,Colombo,Mid-Range,34600,3.5,8,80,19.1,No,2,24567,0.3,Yes
Sandali Beauty Studio,Attire & Beauty,Nuwara Eliya,Mid-Range,115000,3.7,1,17,16.9,Yes,2,13914,0.32,No
Nuwan Photography,Photographers,Colombo,Mid-Range,114000,4.0,18,270,16.5,No,4,35780,0.37,Yes
Pulse Entertainment,Entertainment,Jaffna,Mid-Range,62300,2.7,8,96,3.9,No,2,9769,0.2,No
Thisari Cake Studio,Wedding Cakes,Badulla,Budget,23700,4.0,13,208,2.6,No,3,3441,0.33,Yes
Floral Bliss Decorators,Decorators,Nuwara Eliya,Mid-Range,137900,4.3,13,247,6.8,Yes,2,22026,0.5,Yes
Royal Melodies Lanka,Entertainment,Hambantota,Budget,24000,3.6,10,180,5.6,No,3,4446,0.22,No
Thisara Bridal House,Attire & Beauty,Matale,Premium,228700,4.4,18,162,6.1,Yes,6,7534,0.4,Yes
Thisaru Decor Studio,Decorators,Anuradhapura,Mid-Range,240800,4.3,15,345,20.7,Yes,5,7367,0.37,Yes
Alegria Entertainment,Entertainment,Kegalle,Budget,41700,4.6,6,78,28.1,Yes,1,4337,0.46,Yes
Eden Event Decor,Decorators,Badulla,Premium,823600,4.1,17,136,6.0,Yes,4,52513,0.38,Yes
Grand Arrival Lanka,Wedding Cars,Gampaha,Mid-Range,31500,3.7,9,99,22.7,Yes,5,34346,0.32,Yes
Amali Makeup Studio,Attire & Beauty,Kalutara,Budget,21100,3.7,17,170,14.3,No,3,2841,0.29,No
Forever Frames Lanka,Photographers,Galle,Budget,27000,3.5,4,56,20.1,Yes,1,1059,0.22,No
Regal Feast Catering,Catering,Matara,Mid-Range,449900,4.0,5,50,4.7,Yes,2,8815,0.44,Yes
Chamara Decorators,Decorators,Gampaha,Budget,33200,4.4,6,150,26.1,No,2,944,0.45,Yes
Luxe Decor Lanka,Decorators,Gampaha,Mid-Range,91300,3.9,7,84,16.7,Yes,4,30461,0.29,Yes
Lakshmi Catering House,Catering,Gampaha,Premium,777000,3.9,16,256,5.7,Yes,4,52199,0.3,No
Lens & Light Studio,Photographers,Ratnapura,Premium,360600,3.8,17,306,5.4,Yes,4,52599,0.27,Yes
Golden Spoon Catering,Catering,Colombo,Mid-Range,232000,4.2,9,117,19.0,Yes,4,10528,0.36,No
Prism Photography Lanka,Photographers,Kegalle,Mid-Range,66300,3.6,6,138,19.3,Yes,3,24993,0.32,No
Royal Script Invitations,Wedding Invitations,Gampaha,Premium,92700,4.8,14,336,2.5,Yes,3,35272,0.44,Yes
Royal Kitchen Catering,Catering,Kegalle,Budget,140200,4.2,15,120,20.7,No,1,1159,0.48,No
DJ Kasun Events,Entertainment,Kalutara,Premium,293900,4.4,14,252,2.5,Yes,4,6241,0.42,Yes
Sandagiri Venue Lanka,Venues,Kalutara,Mid-Range,484400,3.2,14,336,13.0,Yes,3,1705,0.31,Yes
Sterling Car Hire Lanka,Wedding Cars,Colombo,Budget,13000,3.2,16,208,35.9,Yes,3,5946,0.17,No
Elegant Tier Cakes,Wedding Cakes,Puttalam,Budget,24200,4.5,3,72,27.9,No,3,3339,0.5,No
Capture Ceylon,Photographers,Jaffna,Budget,26900,3.4,15,250,31.3,No,1,3681,0.26,No
Rolls Lanka Motors,Wedding Cars,Kurunegala,Premium,95000,4.2,9,189,3.5,Yes,6,19069,0.43,Yes
Savor Lanka Catering,Catering,Ampara,Budget,124300,4.2,14,250,34.9,No,2,7701,0.46,Yes
Savoy Car Services,Wedding Cars,Kalutara,Premium,156400,4.0,17,187,4.1,Yes,6,36892,0.3,Yes
Dewmi Bridal Couture,Attire & Beauty,Matale,Mid-Range,129800,3.9,11,143,16.4,Yes,4,8391,0.31,Yes
Thisara Visual Studio,Photographers,Galle,Mid-Range,117800,3.5,3,51,20.4,No,4,23151,0.2,No
Bridal Wheels Lanka,Wedding Cars,Matara,Budget,18400,3.7,17,250,17.0,No,3,2820,0.35,Yes
Milestone Photography,Photographers,Galle,Premium,235900,4.4,16,176,4.6,Yes,4,49371,0.44,Yes
Island Beats Lanka,Entertainment,Ampara,Mid-Range,139400,3.6,9,153,16.9,Yes,5,3662,0.29,Yes
Golden Hour Lanka,Photographers,Kandy,Budget,58100,3.3,7,161,9.5,No,2,6030,0.18,No
Pristine Event Decor,Decorators,Colombo,Mid-Range,266800,3.4,13,325,5.7,Yes,5,36040,0.21,Yes
Golden Palm Venue,Venues,Puttalam,Budget,71400,4.3,11,176,6.0,Yes,2,6678,0.38,Yes
Eden Stationery Lanka,Wedding Invitations,Colombo,Mid-Range,49500,4.4,2,50,10.2,Yes,2,10613,0.42,Yes
Cinnamon Gardens Hall,Venues,Gampaha,Budget,121000,3.4,1,17,33.5,No,2,6120,0.3,No
The Manor Lanka,Venues,Trincomalee,Premium,1908300,4.2,16,256,2.6,Yes,6,24615,0.46,Yes
Lakeview Banquet Lanka,Venues,Gampaha,Budget,63100,2.4,6,144,5.5,Yes,2,1265,0.07,No
Pearl Glow Beauty,Attire & Beauty,Colombo,Premium,350700,4.7,12,204,8.4,Yes,6,15562,0.44,Yes
Shutter & Soul Photography,Photographers,Gampaha,Premium,345500,4.7,1,19,6.8,Yes,6,100000,0.54,Yes
Diamond Drive Lanka,Wedding Cars,Gampaha,Budget,10800,3.3,7,105,9.9,No,1,10882,0.28,No
Gold Leaf Invitations,Wedding Invitations,Kandy,Mid-Range,36500,3.7,15,300,7.8,Yes,5,4487,0.27,No
Velvet Touch Cards Lanka,Wedding Invitations,Colombo,Mid-Range,33100,3.2,11,121,19.0,Yes,5,9294,0.26,No
Regal Gardens Lanka,Venues,Trincomalee,Premium,1087100,4.3,11,143,2.2,Yes,5,66350,0.4,Yes
Delice Cake Lanka,Wedding Cakes,Colombo,Budget,12700,4.1,5,70,35.5,Yes,3,582,0.29,No
Bloom & Blossom Decor,Decorators,Batticaloa,Mid-Range,122000,4.3,14,350,12.3,Yes,2,22038,0.49,Yes
Sithara Bridal Studio,Attire & Beauty,Negombo,Mid-Range,89300,3.3,5,80,18.4,Yes,2,16624,0.27,No
Jasmine Hall Lanka,Venues,Colombo,Budget,142000,2.3,11,132,8.6,No,3,5238,0.0,No
Siyara Cake Creations,Wedding Cakes,Kalutara,Budget,19900,4.2,16,240,31.1,No,2,3145,0.4,Yes
Patisserie Ceylon,Wedding Cakes,Negombo,Mid-Range,66300,3.6,16,400,21.4,No,3,45036,0.26,No
Lakna Print Studio,Wedding Invitations,Gampaha,Mid-Range,17900,4.3,18,306,5.6,Yes,2,23440,0.42,Yes
Ayomi Bridal Boutique,Attire & Beauty,Kalutara,Premium,262100,4.8,9,180,1.3,Yes,4,62604,0.46,Yes
Whisk & Frost Lanka,Wedding Cakes,Kalutara,Premium,171800,4.5,17,238,8.2,Yes,4,69244,0.51,Yes
Lotus Flower Decorators,Decorators,Matale,Premium,507100,4.2,2,42,5.4,Yes,3,9642,0.42,No
Araliya Catering,Catering,Galle,Budget,93500,3.8,3,45,9.9,No,1,7559,0.26,No
Soundwave Entertainment,Entertainment,Colombo,Budget,27000,3.2,17,250,19.4,No,3,12516,0.22,No
Sudu Nelum Catering,Catering,Badulla,Mid-Range,457900,3.7,15,360,16.2,Yes,4,13599,0.28,Yes
Crafted With Love Lanka,Wedding Invitations,Kandy,Premium,97800,4.7,15,315,4.5,Yes,4,20805,0.49,Yes
Heritage Catering Lanka,Catering,Kandy,Mid-Range,396600,4.0,3,66,11.8,No,2,37627,0.33,No
Enchanted Events Lanka,Decorators,Matara,Budget,74800,3.8,15,120,17.2,No,3,5856,0.32,No
Radiant Decor Studio,Decorators,Kandy,Mid-Range,150700,3.1,17,340,11.0,Yes,3,30262,0.26,Yes
Premier Events Lanka,Entertainment,Hambantota,Mid-Range,88000,4.4,11,176,18.6,No,4,15988,0.45,Yes
Silk & Grace Atelier,Attire & Beauty,Colombo,Mid-Range,144700,4.4,13,169,22.9,No,5,9099,0.38,Yes
Bloom Cake Studio,Wedding Cakes,Kandy,Mid-Range,33800,3.7,14,182,22.0,Yes,2,28342,0.33,Yes
Serenity Decorators,Decorators,Kalutara,Mid-Range,272200,4.5,15,135,19.1,Yes,3,15210,0.55,Yes
Sapphire Decor Lanka,Decorators,Kalutara,Budget,40800,3.5,17,250,14.2,No,3,5126,0.27,Yes
Sachith Photography,Photographers,Colombo,Mid-Range,130600,3.1,2,20,6.1,No,4,19703,0.18,No
Danidu Catering,Catering,Galle,Budget,184700,3.2,12,156,13.1,Yes,2,647,0.28,Yes
Noble Fleet Lanka,Wedding Cars,Gampaha,Premium,176500,4.5,9,198,1.7,Yes,6,50526,0.48,Yes
Dream Decor Creations,Decorators,Polonnaruwa,Mid-Range,268500,4.6,15,150,9.0,Yes,5,8047,0.45,Yes
Amora Cake Boutique,Wedding Cakes,Gampaha,Premium,175400,4.0,3,27,4.1,Yes,5,59157,0.41,Yes
Prasanna Catering Services,Catering,Negombo,Mid-Range,433900,4.7,14,196,23.5,Yes,5,16002,0.5,Yes
